0.00911215, 0.00141065
0.0155085, 0.00359761
0.0193544, 0.00990743
0.026328, 0.0233606
0.0374235, 0.0512895
0.051905, 0.115046
0.0645745, 0.211793
0.0892132, 0.447962
0.115531, 0.800987
0.136341, 1.36066
0.175406, 2.22602
0.207759, 3.43024
0.26271, 5.13209
0.313465, 7.12761
0.387815, 11.2475
0.440705, 15.2862
0.539284, 5.02016
0.711582, 4.05408
0.459651, 3.74974
0.449038, 1.39729
0.537787, 6.22836
0.326134, 30.9376
0.480638, 16.954
0.591141, 13.0552
0.485414, 8.18108
0.422493, 19.0767
0.528656, 5.02016
0.718261, 4.05408
0.462442, 3.74974
0.458958, 1.39729
0.539108, 6.22836
0.326865, 30.9376
0.485285, 16.954
0.588734, 13.0552
0.485625, 8.18108
0.426576, 19.0767
0.542146, 5.02016
0.714868, 4.05408
0.468261, 3.74974
0.456181, 1.39729
0.533524, 6.22836
0.3356, 30.9376
0.484646, 16.954
0.595751, 13.0552
0.48156, 8.18108
0.431632, 19.0767
0.043126, 5.02016
0.031094, 4.05408
0.465231, 3.74974
0.04143, 1.39729
0.062912, 6.22836
0.286219, 30.9376
0.474141, 16.954
0.03798, 13.0552
0.050365, 8.18108
0.567632, 19.0767
0.044852, 5.02016
0.031505, 4.05408
0.46586, 3.74974
0.042028, 1.39729
0.065547, 6.22836
0.283889, 30.9376
0.470751, 16.954
0.037517, 13.0552
0.049812, 8.18108
0.570175, 19.0767
0.534139, 5.02016
0.728836, 4.05408
0.463355, 3.74974
0.452789, 1.39729
0.531949, 6.22836
0.326653, 30.9376
0.478228, 16.954
0.590144, 13.0552
0.479211, 8.18108
0.430166, 19.0767
0.389779, 5.02016
0.45544, 4.05408
0.433073, 3.74974
0.3933, 1.39729
0.347642, 6.22836
0.32935, 30.9376
0.450447, 16.954
0.549976, 13.0552
0.413333, 8.18108
0.38278, 19.0767
0.349334, 5.02016
0.387904, 4.05408
0.375275, 3.74974
0.346304, 1.39729
0.307023, 6.22836
0.279757, 30.9376
0.348152, 16.954
0.432471, 13.0552
0.352441, 8.18108
0.340777, 19.0767
0.335727, 5.02016
0.384033, 4.05408
0.265344, 3.01541
0.307963, 10.6495
0.345593, 7.16675
0.306023, 8.08708
0.308527, 13.7794
0.344332, 35.6826
0.33982, 4.69658
0.362957, 21.0437
0.303287, 20.0858
0.353561, 2.77817
0.320636, 16.4423
0.364572, 9.7887
0.255285, 12.0212
0.308747, 6.69878
0.366263, 3.55193
0.288929, 13.827
0.315155, 12.9114
0.348723, 3.16738
0.382889, 13.8801
0.395297, 12.4568
0.276845, 32.7781
0.322505, 5.41569
0.336402, 11.9754
0.348061, 7.21134
0.36338, 26.9547
0.284951, 7.62807
0.347683, 6.73016
0.40553, 23.1334
0.358367, 19.9895
0.372922, 4.93013
0.183982, 27.4397
0.160079, 5.9218
0.20798, 3.4195
0.238121, 0.673226
0.209662, 3.33291
0.233074, 11.9901
0.196186, 12.4469
0.234819, 0.452448
0.24813, 1.93421
0.165404, 16.0117
0.176301, 4.47157
0.182724, 4.19212
0.177063, 3.9122
0.164056, 2.3409
0.343065, 5.02016
0.385787, 4.05408
0.370931, 3.74974
0.339389, 1.39729
0.299317, 6.22836
0.274577, 30.9376
0.352875, 16.954
0.467997, 13.0552
0.378588, 8.18108
0.338267, 19.0767
0.245296, 5.02016
0.271411, 4.05408
0.248795, 3.74974
0.248507, 1.39729
0.261409, 6.22836
0.218457, 30.9376
0.25822, 16.954
0.29691, 13.0552
0.284674, 8.18108
0.285206, 19.0767
0.257949, 5.02016
0.367758, 4.05408
0.255863, 3.74974
0.285631, 1.39729
0.288839, 6.22836
0.249884, 30.9376
0.289241, 16.954
0.373046, 13.0552
0.319067, 8.18108
0.301109, 19.0767
0.320039, 5.02016
0.386603, 4.05408
0.333833, 3.74974
0.310661, 1.39729
0.300351, 6.22836
0.269293, 30.9376
